route	channel	set_id	video_type	target	youtube_video_id	jpg
youtube-2	TH	home_kitchen_cooking_actions_a1_a2	polyglot	EN,ES,FR,DE	HOSCxDk8V_o	data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-14-30b96a246c69/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-TH-global_europe_core-7a4233775927-full.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	AZ	zztb8hYK7vY	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/AZ__Ti_ng_Azerbaijan/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	BG	s3D8klBOvt4	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/BG__Ti_ng_Bulgaria/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	BN	QCtQoAxa7zc	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/BN__Ti_ng_Bangla/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	CS	H_mb8z47JFM	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/CS__Ti_ng_S_c/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	DA	I9gfjt4iRoM	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/DA__Ti_ng_an_M_ch/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	DE	EJ9xHCBwkJc	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/DE__Ti_ng_c/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	EN	m2OHIwMW6hw	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/EN__Ti_ng_Anh/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	ES-419	z0f1cJeyvgg	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/ES-419__Ti_ng_T_y_Ban_Nha_Ch_u_M_La-tinh/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	ET	yrqwr4gCovw	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/ET__Ti_ng_Estonia/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	FI	rGNEQ4_iwgY	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/FI__Ti_ng_Ph_n_Lan/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	FR	H9K3aT_TmF8	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/FR__Ti_ng_Ph_p/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	HI	XQy2OXrUL70	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/HI__Ti_ng_Hindi/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	HR	P6yN1e6FJdg	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/HR__Ti_ng_Croatia/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	HU	1-Yj8OAmbIk	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/HU__Ti_ng_Hungary/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	ID	o0sG9aLsfl0	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/ID__Ti_ng_Indonesia/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	IS	RrYD1wFGy7A	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/IS__Ti_ng_Iceland/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	IT	UR697BfPkmU	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/IT__Ti_ng_Italy/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	JA	NUToEz27h1I	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/JA__Ti_ng_Nh_t/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	KA	bzUQrSsgKvQ	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/KA__Ti_ng_Georgia/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	KK	QYzyrXpzgOU	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/KK__Ti_ng_Kazakh/youtube_thumbnail.jpg
youtube-2	VI	home_kitchen_cookware_pilot_01	ordinary	KM	nfksIHKriRc	data/youtube-cover-assets/deck1-missing-thumbnail-closeout-20260716/vi/video/by-set/home_kitchen_cookware_pilot_01/ordinary/by-channel/vi__VI__LunaCardsTiengViet/KM__Ti_ng_Khmer/youtube_thumbnail.jpg
